MGI symbol	NCBI gene ID	Gene Synonym
Gm24153	115486755	
Gm24153	115486757	
Gm24153	115486758	
Gm24153	115486759	
Gm24153	115486760	
Gm24153	115486761	
Gm24153	115486762	
Gm24153	115486763	
Gm24153	115486764	
Gm24153	115486765	
Gm24153	115486766	
Gm24153	115486767	
Gm24153	115486768	
Gm24153	115486769	
Gm24153	115486770	
Gm24153	115486771	
Gm24153	115486772	
Gm24153	115486773	
Gm24153	115486774	
Gm24153	115486775	
Gm24153	115486777	
Gm24153	115486778	
Gm24153	115486779	
Gm24153	115486780	
Gm24153	115486781	
Gm44394		
n-R5s200		
Gm24457	115489766	
Gm25672	115490328	
Gm24396		
Gm24471	115485899	
Mir6373		mmu-mir-6373
Gm26350		
Gm22989		
Gm47310		
Gm23747	115485979	
Gm23434		
Gm23460	115487589	
Gm25228		
Gm25035		
Mir713		mir-713
Mir713		Mirn713
Mir713		mmu-mir-713
Snord116l4	115486752	Gm23359
Snord116l4	115486752	Pwcr1l4
Snord116l4	115486753	Gm23359
Snord116l4	115486753	Pwcr1l4
Snord116l4	115486754	Gm23359
Snord116l4	115486754	Pwcr1l4
Snord116l4	115486755	Gm23359
Snord116l4	115486755	Pwcr1l4
Snord116l4	115486757	Gm23359
Snord116l4	115486757	Pwcr1l4
Snord116l4	115486758	Gm23359
Snord116l4	115486758	Pwcr1l4
Snord116l4	115486759	Gm23359
Snord116l4	115486759	Pwcr1l4
Snord116l4	115486760	Gm23359
Snord116l4	115486760	Pwcr1l4
Snord116l4	115486761	Gm23359
Snord116l4	115486761	Pwcr1l4
Snord116l4	115486762	Gm23359
Snord116l4	115486762	Pwcr1l4
Snord116l4	115486763	Gm23359
Snord116l4	115486763	Pwcr1l4
Snord116l4	115486764	Gm23359
Snord116l4	115486764	Pwcr1l4
Snord116l4	115486765	Gm23359
Snord116l4	115486765	Pwcr1l4
Snord116l4	115486766	Gm23359
Snord116l4	115486766	Pwcr1l4
Snord116l4	115486767	Gm23359
Snord116l4	115486767	Pwcr1l4
Snord116l4	115486768	Gm23359
Snord116l4	115486768	Pwcr1l4
Snord116l4	115486769	Gm23359
Snord116l4	115486769	Pwcr1l4
Snord116l4	115486770	Gm23359
Snord116l4	115486770	Pwcr1l4
Snord116l4	115486771	Gm23359
Snord116l4	115486771	Pwcr1l4
Snord116l4	115486772	Gm23359
Snord116l4	115486772	Pwcr1l4
Snord116l4	115486773	Gm23359
Snord116l4	115486773	Pwcr1l4
Snord116l4	115486774	Gm23359
Snord116l4	115486774	Pwcr1l4
Snord116l4	115486775	Gm23359
Snord116l4	115486775	Pwcr1l4
Snord116l4	115486777	Gm23359
Snord116l4	115486777	Pwcr1l4
Snord116l4	115486778	Gm23359
Snord116l4	115486778	Pwcr1l4
Snord116l4	115486779	Gm23359
Snord116l4	115486779	Pwcr1l4
Snord116l4	115486780	Gm23359
Snord116l4	115486780	Pwcr1l4
Snord116l4	115486781	Gm23359
Snord116l4	115486781	Pwcr1l4
Gm22615		
Gm23988		
Gm22907		
Gm22200	115489001	
Mir6910		mmu-mir-6910
Mir1934		mmu-mir-1934
Gm23515	115487012	
Rnu11		MBII-407
Gm25664		
Gm25059		
Mir546		mir 546
Mir546		Mirn546
Mir546		mmu-mir-546
Mir219b		mmu-mir-219b
Gm44396		
Gm22087		
Mir362		mir 362
Mir362		Mirn362
Mir362		mmu-mir-362
Gm27979		
Gm26148		
DQ267100		Im snoRNA 1
Gm22381	115487860	
Gm26078	115485795	
Mir7015		mmu-mir-7015
Gm25179		
Snord49b		MBII-252
Snord49b		MBII-366
Gm22061	115487939	
Mir342	723909	mir 342
Mir342	723909	Mirn342
Mir342	723909	mmu-mir-342
Gm22870		
Gm24840		
Mir30c-2	723964	mir 30c-2
Mir30c-2	723964	Mirn30c-2
Mir30c-2	723964	mmu-mir-30c-2
Mir19a	723891	mir 19a
Mir19a	723891	Mirn19a
Mir19a	723891	mmu-mir-19a
Mir185		Mirn185
Mir185		mmu-mir-185
Gm23430		
Snord23		MBII-115
Gm25500		
Gm24138		
Gm44464		
Mir3473b	100628609	mmu-mir-3473b
Gm23083		
Gm25097	115489220	
Mir7233		mmu-mir-7233
Gm26027		
Mir669a-3		mir-669a-3
Mir669a-3		Mirn669a-3
Mir669a-3		mmu-mir-669a-3
Mir344h-2		mmu-mir-344h-2
Mir6909		mmu-mir-6909
Mir7011		mmu-mir-7011
Gm24628		
Gm25188	115489822	
Gm25585	115486661	
Gm25585	115486662	
Gm25585	115486663	
Gm25585	115486664	
Gm25585	115486666	
Gm25585	115486667	
Gm25585	115486668	
Gm25585	115486669	
Gm25585	115486670	
Gm25585	115486672	
Gm25585	115486673	
Gm25585	115486674	
Gm25585	115486675	
Gm25585	115486676	
Gm25585	115486677	
Gm25585	115486678	
Gm25585	115486679	
Gm25585	115486680	
Gm25585	115486681	
Gm25585	115486683	
Gm25585	115486684	
Gm25585	115486685	
Gm25585	115486686	
Mir675	735280	mir 675
Mir675	735280	mir-675
Mir675	735280	Mirn675
Mir675	735280	mmu-mir-675
Gm24064		
Gm23528	115485775	
Gm22216		
Gm22794		
Gm26466	115486744	
Gm23112		
Gm22159	115485815	
Gm24395		
Gm27580		
Gm25813	115486988	
Gm23802		
Mir7241		mmu-mir-7241
Gm22370		
Gm24076		
Gm23065		
Gm24977	115490065	
Gm24250		
Gm24147	115489212	
Mir147		Mirn147
Mir147		mmu-mir-147
Mirlet7i	387251	Mirnlet7i
Mirlet7i	387251	mmu-let-7i
Gm24162	115487586	
Gm24263	115489073	
Gm25074	115486783	
Gm23564		
Gm26343	115486206	
Gm22660	115486250	
Gm25193		
Gm26188	115486801	
Gm26188	115486802	
Gm26188	115486803	
Gm22482		
Mir6968		mmu-mir-6968
Gm27379		
Mir540		mir 540
Mir540		Mirn540
Mir540		mmu-mir-540
Mir433		mir 433
Mir433		Mirn433
Mir433		mmu-mir-433
Gm24173	115487671	
Gm25857	115486135	
Gm44352		
Gm22566		
Gm22055	115490004	
Gm22975	115489564	
Gm23690		
Mir652	723976	mir 652
Mir652	723976	Mirn652
Mir652	723976	miRX
Mir652	723976	mmu-mir-652
Mir6362		mmu-mir-6362
Mir692-3		Mir692-2b
Mir692-3		Mirn692-2b
Mir692-3		mmu-mir-692-2
Gm23912		
Gm25162		
Mir3112		mmu-mir-3112
Mir3084-1	100526521	Mir3084
Mir3084-1	100526521	mmu-mir-3084
Mir3084-1	100526521	mmu-mir-3084-1
Gm25779		
Gm23504		
Mir29a	387222	Mirn29a
Mir29a	387222	mmu-mir-29a
Gm24928	115488740	
Gm25412	115489276	
Mir431		mir 431
Mir431		Mirn431
Mir431		mmu-mir-431
Gm26284	115486661	
Gm26284	115486662	
Gm26284	115486663	
Gm26284	115486664	
Gm26284	115486666	
Gm26284	115486667	
Gm26284	115486668	
Gm26284	115486669	
Gm26284	115486670	
Gm26284	115486672	
Gm26284	115486673	
Gm26284	115486674	
Gm26284	115486675	
Gm26284	115486676	
Gm26284	115486677	
Gm26284	115486678	
Gm26284	115486679	
Gm26284	115486680	
Gm26284	115486681	
Gm26284	115486683	
Gm26284	115486684	
Gm26284	115486685	
Gm26284	115486686	
Gm22131	115486800	
Gm22511	115486600	
Gm22511	115486601	
Gm22511	115486602	
Gm22511	115486603	
Gm22511	115486605	
Gm22511	115486606	
Gm22511	115486607	
Gm22511	115486608	
Gm22511	115486609	
Gm22511	115486610	
Gm22511	115486611	
Gm22511	115486612	
Gm22511	115486613	
Gm22511	115486614	
Gm22511	115486616	
Gm22511	115486617	
Gm22511	115486618	
Gm22511	115486619	
Gm22511	115486620	
Gm22511	115486621	
Gm22511	115486622	
Gm22511	115486623	
Gm22511	115486624	
Gm22511	115486625	
Gm22511	115486627	
Gm22511	115486628	
Gm22511	115486629	
Gm22511	115486630	
Gm22511	115486631	
Gm22511	115486632	
Gm22511	115486633	
Gm22511	115486634	
Gm22511	115486635	
n-R5s13	115489235	
Gm27443		
Gm26313		
Gm25481	115489249	
Gm44454		
Gm25241		
Gm23931		
Gm25415	115485951	
Gm24199	115486170	
Gm24708	115486567	
Gm22916		
Gm22466		
Mir6538		mmu-mir-6538
Mir7077		mmu-mir-7077
Gm24020		
Mir5622		mmu-mir-5622
Gm27501		
Mir6241		mmu-mir-6241
Gm26475		
Mir7052		mmu-mir-7052
Gm25772		
Gm22079	115488044	
Gm24903	115485990	
Mir124a-2	723950	mir-124a-2
Mir124a-2	723950	Mirn124a-2
Mir124a-2	723950	mmu-mir-124-2
Mir124a-2	723950	mmu-mir-124a-2
Gm24894		
Mir3097		mmu-mir-3097
Gm22311		
Gm23990		
Gm22774		
Gm24648		
Gm26427	115486786	
Gm26427	115486797	
Gm26427	115486808	
Gm26427	115486997	
Gm26427	115486998	
Gm26427	115486999	
Gm26427	115487326	
Gm26427	115487550	
Gm26427	115487551	
Gm26427	115487552	
Gm26427	115487701	
Gm26427	115487702	
Gm26427	115487703	
Gm26427	115487930	
Gm26427	115488091	
Gm26427	115488093	
Gm26427	115488242	
Gm26427	115488444	
Gm26427	115488445	
Gm26427	115488579	
Gm26427	115488580	
Gm26427	115488723	
Gm26427	115488724	
Gm26427	115488863	
Gm26427	115488967	
Gm26427	115489271	
Gm26427	115489272	
Gm26427	115489273	
Gm26427	115489352	
Gm26427	115489655	
Gm26427	115489656	
Gm26427	115489876	
Gm26427	115489877	
Gm26427	115489878	
Gm26427	115489879	
Gm26427	115489880	
Gm26427	115489881	
Gm26427	115489882	
Gm26427	115490090	
Gm26427	115490091	
Gm26427	115490092	
Gm26427	115490509	
Gm26427	115490510	
Gm27864		
Gm25092	115486037	
Gm24728	115489819	
Gm23269	115489756	
Gm26265		
Gm23617		
Gm23233	115485610	
Snord55		
Snord118	100216530	MBI-34
Snord78	115487677	Gm23436
Gm24488		
Gm26320		
Gm23787	115488058	
Gm23900		
Gm25629	115489180	
Gm23116		
Gm23927		
Mir8113		mmu-mir-8113
Gm23630		
Mir5136		mmu-mir-5136
Gm23377	115485689	
Gm25372		
Gm23222		
Gm26230	115486641	
Gm26230	115486642	
Snord15a		Gm5774
Snord15a		RNU15A
Snord15a		U15A
Mir483	723874	mir 483
Mir483	723874	mir-483
Mir483	723874	Mirn483
Mir483	723874	mmu-mir-483
Gm44327		
Gm22394	115487516	
Gm24655	115487569	
Mir1966		mmu-mir-1966
Gm22655		
Gm22548		
Snord61		MBII-342
Snord61		Rnu61
Gm22191		
Gm26210		
Gm22897		
Gm25956		
Mir6986		mmu-mir-6986
Gm26378	115488966	
Mir5624		mmu-mir-5624
Gm23814	115489668	
Gm22640	115486661	
Gm22640	115486662	
Gm22640	115486663	
Gm22640	115486664	
Gm22640	115486666	
Gm22640	115486667	
Gm22640	115486668	
Gm22640	115486669	
Gm22640	115486670	
Gm22640	115486672	
Gm22640	115486673	
Gm22640	115486674	
Gm22640	115486675	
Gm22640	115486676	
Gm22640	115486677	
Gm22640	115486678	
Gm22640	115486679	
Gm22640	115486680	
Gm22640	115486681	
Gm22640	115486683	
Gm22640	115486684	
Gm22640	115486685	
Gm22640	115486686	
Gm25311	115486347	
Gm44489		
Gm25393		
Mir195b	102465169	mmu-mir-195b
Gm26059	115486600	
Gm26059	115486601	
Gm26059	115486602	
Gm26059	115486603	
Gm26059	115486605	
Gm26059	115486606	
Gm26059	115486607	
Gm26059	115486608	
Gm26059	115486609	
Gm26059	115486610	
Gm26059	115486611	
Gm26059	115486612	
Gm26059	115486613	
Gm26059	115486614	
Gm26059	115486616	
Gm26059	115486617	
Gm26059	115486618	
Gm26059	115486619	
Gm26059	115486620	
Gm26059	115486621	
Gm26059	115486622	
Gm26059	115486623	
Gm26059	115486624	
Gm26059	115486625	
Gm26059	115486627	
Gm26059	115486628	
Gm26059	115486629	
Gm26059	115486630	
Gm26059	115486631	
Gm26059	115486632	
Gm26059	115486633	
Gm26059	115486634	
Gm26059	115486635	
Gm24783		
Mir6942		mmu-mir-6942
Gm22056		
Gm24991		
Gm27903		
Gm24533	115490459	
Gm25796	115489856	
Gm25833	115486344	
Gm22037		
Gm25134	115486604	
Gm23854		
Gm22948		
Gm23324	115485959	
Gm26245	115487705	
Snord89		MBII-289
Gm26202	115488998	
Gm26367	115485953	
Gm25540		
Gm22904		
Gm44335		
Gm24359		
Gm24168	115487562	
Gm27551		
Mir7012		mmu-mir-7012
Gm25171		
Gm44308		
Gm25019		
Gm26476		
Gm22614	115489767	
Gm22614	115489778	
Gm25865		
Gm24078		
Gm26398		
Gm27786		
Gm23125	115488889	
n-R5s12		
Gm24813		
Gm22226	115486579	
Gm22324		
Gm25795	115486092	
Gm24111		
Gm24286	115485760	
Mir6956		mmu-mir-6956
Gm25692		
Gm26335	115490220	
Gm22212	115490451	
Gm23402	115487709	
n-R5s168		
Gm23543		
Gm24429	115485876	
Gm26182		
Gm23119	115486069	
Gm22358	115488216	
Gm23370	115487649	
Gm27450		
Gm26368		
Gm44461		
n-R5s211	115487577	
Gm26296	115488541	
Gm22915	115486296	
Gm25562	115485707	
Gm23448	115487611	
Gm23020		
Gm23779	115488273	
Gm24213		
Gm25995	115487318	
Gm22591	115490527	
Mir7652		mmu-mir-7652
Mir485	723875	mir 485
Mir485	723875	Mirn485
Mir485	723875	mmu-mir-485
Gm24936		
Gm23120		
Gm26479	115487492	
Gm44471		
Gm22080		
Gm27486		
Gm26439	115487852	
Gm23972	115488233	
Snora65	104367	MBII-351
Snora65	104367	Rnu65
Gm25204	115488455	
Gm26149		
Mir92-2		mir 92-2
Mir92-2		Mirn92-2
Mir92-2		mmu-mir-92-2
Mir92-2		mmu-mir-92a-2
Gm23542		
Gm24205	115486786	
Gm24205	115486797	
Gm24205	115486808	
Gm24205	115486997	
Gm24205	115486998	
Gm24205	115486999	
Gm24205	115487326	
Gm24205	115487550	
Gm24205	115487551	
Gm24205	115487552	
Gm24205	115487701	
Gm24205	115487702	
Gm24205	115487703	
Gm24205	115487930	
Gm24205	115488091	
Gm24205	115488093	
Gm24205	115488242	
Gm24205	115488444	
Gm24205	115488445	
Gm24205	115488579	
Gm24205	115488580	
Gm24205	115488723	
Gm24205	115488724	
Gm24205	115488863	
Gm24205	115488967	
Gm24205	115489271	
Gm24205	115489272	
Gm24205	115489273	
Gm24205	115489352	
Gm24205	115489655	
Gm24205	115489656	
Gm24205	115489876	
Gm24205	115489877	
Gm24205	115489878	
Gm24205	115489879	
Gm24205	115489880	
Gm24205	115489881	
Gm24205	115489882	
Gm24205	115490090	
Gm24205	115490091	
Gm24205	115490092	
Gm24205	115490509	
Gm24205	115490510	
Mir129-2		Mirn129-2
Mir129-2		mmu-mir-129-2
Gm27957		
Mir497b		mmu-mir-497b
Gm25969		
Gm26392	115486600	
Gm26392	115486601	
Gm26392	115486602	
Gm26392	115486603	
Gm26392	115486605	
Gm26392	115486606	
Gm26392	115486607	
Gm26392	115486608	
Gm26392	115486609	
Gm26392	115486610	
Gm26392	115486611	
Gm26392	115486612	
Gm26392	115486613	
Gm26392	115486614	
Gm26392	115486616	
Gm26392	115486617	
Gm26392	115486618	
Gm26392	115486619	
Gm26392	115486620	
Gm26392	115486621	
Gm26392	115486622	
Gm26392	115486623	
Gm26392	115486624	
Gm26392	115486625	
Gm26392	115486627	
Gm26392	115486628	
Gm26392	115486629	
Gm26392	115486630	
Gm26392	115486631	
Gm26392	115486632	
Gm26392	115486633	
Gm26392	115486634	
Gm26392	115486635	
Gm25544		
Gm25261	115486271	
Gm44310		
Gm27521	115490036	
Mir694		mir 694
Mir694		Mirn694
Mir694		mmu-mir-694
Gm22454	115487235	
Mir511	100124488	Mirn511
Mir511	100124488	mmu-mir-511
Mir200c	723944	mir 200c
Mir200c	723944	Mirn200c
Mir200c	723944	mmu-mir-200c
Gm24866	115486600	
Gm24866	115486601	
Gm24866	115486602	
Gm24866	115486603	
Gm24866	115486605	
Gm24866	115486606	
Gm24866	115486607	
Gm24866	115486608	
Gm24866	115486609	
Gm24866	115486610	
Gm24866	115486611	
Gm24866	115486612	
Gm24866	115486613	
Gm24866	115486614	
Gm24866	115486616	
Gm24866	115486617	
Gm24866	115486618	
Gm24866	115486619	
Gm24866	115486620	
Gm24866	115486621	
Gm24866	115486622	
Gm24866	115486623	
Gm24866	115486624	
Gm24866	115486625	
Gm24866	115486627	
Gm24866	115486628	
Gm24866	115486629	
Gm24866	115486630	
Gm24866	115486631	
Gm24866	115486632	
Gm24866	115486633	
Gm24866	115486634	
Gm24866	115486635	
Gm24884		
Gm22019		
Gm24370		
Mir215	387211	Mirn215
Mir215	387211	mmu-mir-215
Mir1971		mmu-mir-1971
Gm25717		
Mir5129		mmu-mir-5129
Gm23115		
Gm27869		
Mir465b-2		Mirn465b-2
Mir465b-2		mmu-mir-465b-2
Mir218-1	723822	mir 218-1
Mir218-1	723822	mir-218-1
Mir218-1	723822	Mirn218-1
Mir218-1	723822	mmu-mir-218-1
Mir7115		mmu-mir-7115
Rprl2		Rmrp3
Rprl2		RPRH3
Gm25834		
Gm26291	115486043	
Gm22632	115486700	
Gm22632	115486701	
Gm22501	115486171	
Gm22671	115485794	
Mir344d-3		mmu-mir-344d-3
Gm22509	115487005	
Mir1933		mmu-mir-1933
Gm23319	115485906	
Gm26012	115486053	
Gm26315		
Gm25683	115486588	
Gm23167		
Gm44341		
Gm26352		
Gm23386	115487907	
Gm27993		
n-R5s58	115488032	
Gm25128	115488831	
Gm24208	115485860	
Gm22979	115488545	
Gm26083		
Gm23263		
Mir6929		mmu-mir-6929
Gm25337	115487848	
Snora81		MBI-61
Gm24183		
Snord14a		
n-R5s90		
Gm24382	115489788	
n-R5s156		
Mir129b		mmu-mir-129b
Mir7009		mmu-mir-7009
Gm22065		
Csprs	114564	
Csprs	102638555	
Mir148a	387166	Mirn148
Mir148a	387166	Mirn148a
Mir148a	387166	mmu-mir-148a
Gm44314		
Gm22664		
Mir3072		mmu-mir-3072
Rn7s1		Gm22405
Rn7s1		Rn7s-1
Gm23556		
Gm24345		
Gm24204	115488592	
Mir872		Mirn872
Mir872		mmu-mir-872
Gm25247		
Gm25600	115490028	
Gm27818		
Gm26251	115488426	
Gm22649		
Gm24262	115487284	
Gm24262	115487661	
Gm24262	115489828	
		
Gm25862	115485731	
Gm27591		
Mir669b		mir 669b
Mir669b		Mirn669b
Mir669b		mmu-mir-669b
Gm24435	115489787	
n-R5s60		
Gm10999		
n-R5s14		
Gm23014	115486343	
Gm44333		
Gm26045		
Gm47294		
Gm26265	115487047	
Gm22379	115485960	
Gm22208	115488601	
Gm22235		
Gm23734	115487646	
Gm22133		
Gm24445	115487003	
Gm22682	115486786	
Gm22682	115486797	
Gm22682	115486808	
Gm22682	115486997	
Gm22682	115486998	
Gm22682	115486999	
Gm22682	115487326	
Gm22682	115487550	
Gm22682	115487551	
Gm22682	115487552	
Gm22682	115487701	
Gm22682	115487702	
Gm22682	115487703	
Gm22682	115487930	
Gm22682	115488091	
Gm22682	115488093	
Gm22682	115488242	
Gm22682	115488444	
Gm22682	115488445	
Gm22682	115488579	
Gm22682	115488580	
Gm22682	115488723	
Gm22682	115488724	
Gm22682	115488863	
Gm22682	115488967	
Gm22682	115489271	
Gm22682	115489272	
Gm22682	115489273	
Gm22682	115489352	
Gm22682	115489655	
Gm22682	115489656	
Gm22682	115489876	
Gm22682	115489877	
Gm22682	115489878	
Gm22682	115489879	
Gm22682	115489880	
Gm22682	115489881	
Gm22682	115489882	
Gm22682	115490090	
Gm22682	115490091	
Gm22682	115490092	
Gm22682	115490509	
Gm22682	115490510	
Gm23534		
Gm27607		
Gm24232	115485985	
Gm5453		
Gm22117		
n-R5s142	115487073	
		
Gm24623	115490304	
Mir6390		mmu-mir-6390
Mir1a-2	723959	mir 1-2
Mir1a-2	723959	Mirn1-2
Mir1a-2	723959	mmu-mir-1-2
Mir1a-2	723959	mmu-mir-1a-2
Gm22908		
Mir6244		mmu-mir-6244
Gm22901		
Mir7087		mmu-mir-7087
Mir7001		mmu-mir-7001
n-R5s178		
Gm22658		
Gm23151	115490331	
Gm44455		
n-R5s89		
Gm26130	115488839	
Gm22531		
Mir211	387207	Mirn211
Mir211	387207	mmu-mir-211
Gm22910	115486346	
Gm47299		
Gm26049	115490020	
Gm10813		
Gm6020		
Mirlet7g	387249	Mirnlet7g
Mirlet7g	387249	mmu-let-7g
n-R5s2	115489156	
Mir6408		mmu-mir-6408
Gm23454	115489208	
Gm25163		
Gm24601		
Gm22341	115486185	
Gm22597		
Gm25071		
Gm6365		
Gm24566	115486652	
Gm24566	115486653	
Gm24566	115486654	
Gm24566	115486655	
Gm24566	115486656	
Gm24566	115486657	
Gm22675	115489578	
Gm25897	115488597	
Gm44325		
Mir7215		mmu-mir-7215
Gm23795	115485614	
Gm24272		
Mir1949		mmu-mir-1949
Gm21830		
Gm25232	115485897	
Gm26440	115485931	
Gm23209		
Gm23124	115489193	
Rn7sk	19817	
Gm22920		
Gm22824		
Gm25677		
Gm24171	115485789	
Gm25048		
Gm24240	115486035	
Gm22997	115489665	
Gm24079	115486308	
Mir6715		mmu-mir-6715
Gm25814	115487604	
Gm23650	115489601	
Gm27266		
Gm44337		
Gm25389		
Gm22421	115489763	
Gm22798	115486786	
Gm22798	115486797	
Gm22798	115486808	
Gm22798	115486997	
Gm22798	115486998	
Gm22798	115486999	
Gm22798	115487326	
Gm22798	115487550	
Gm22798	115487551	
Gm22798	115487552	
Gm22798	115487701	
Gm22798	115487702	
Gm22798	115487703	
Gm22798	115487930	
Gm22798	115488091	
Gm22798	115488093	
Gm22798	115488242	
Gm22798	115488444	
Gm22798	115488445	
Gm22798	115488579	
Gm22798	115488580	
Gm22798	115488723	
Gm22798	115488724	
Gm22798	115488863	
Gm22798	115488967	
Gm22798	115489271	
Gm22798	115489272	
Gm22798	115489273	
Gm22798	115489352	
Gm22798	115489655	
Gm22798	115489656	
Gm22798	115489876	
Gm22798	115489877	
Gm22798	115489878	
Gm22798	115489879	
Gm22798	115489880	
Gm22798	115489881	
Gm22798	115489882	
Gm22798	115490090	
Gm22798	115490091	
Gm22798	115490092	
Gm22798	115490509	
Gm22798	115490510	
Gm24585	115486600	
Gm24585	115486601	
Gm24585	115486602	
Gm24585	115486603	
Gm24585	115486605	
Gm24585	115486606	
Gm24585	115486607	
Gm24585	115486608	
Gm24585	115486609	
Gm24585	115486610	
Gm24585	115486611	
Gm24585	115486612	
Gm24585	115486613	
Gm24585	115486614	
Gm24585	115486616	
Gm24585	115486617	
Gm24585	115486618	
Gm24585	115486619	
Gm24585	115486620	
Gm24585	115486621	
Gm24585	115486622	
Gm24585	115486623	
Gm24585	115486624	
Gm24585	115486625	
Gm24585	115486627	
Gm24585	115486628	
Gm24585	115486629	
Gm24585	115486630	
Gm24585	115486631	
Gm24585	115486632	
Gm24585	115486633	
Gm24585	115486634	
Gm24585	115486635	
Mir871		Mirn871
Mir871		mmu-mir-871
Mir6934		mmu-mir-6934
Mir410	723863	mir 410
Mir410	723863	Mirn410
Mir410	723863	mmu-mir-410
Gm22169	115487333	
Gm25453	115488970	
Gm26022	115490454	
Gm17364		
Gm27285		
Gm22069	115487342	
Gm23847	115486572	
Mir802	791074	mir-802
Mir802	791074	Mirn802
Mir802	791074	mmu-mir-802
Gm24257	115485694	
Mir24-2	723960	mir 24-2
Mir24-2	723960	Mirn24-2
Mir24-2	723960	mmu-mir-24-2
Gm27843		
Gm22033		
Gm24237		
Snord14e		
Gm22665		
n-R5s30		
Gm25684	115486861	
Mir6951		mmu-mir-6951
Gm23958	115489191	
Gm26017		
Mir346		mir 346
Mir346		Mirn346
Mir346		mmu-mir-346
Gm25637	115490021	
Gm27875		
Mir133a-2	723954	mir 133a-2
Mir133a-2	723954	Mirn133a-2
Mir133a-2	723954	mmu-mir-133a-2
Mir1953		mmu-mir-1953
Gm22667		
Gm17450		
Gm27682		
Gm22942	115486182	
Gm22336	115487028	
Mir5615-2		mmu-mir-5615-2
Gm24594		
Gm22038		
Gm26168		
Gm27500		
Gm27715		
Gm26040	115486237	
Gm25109		
Mir7093		mmu-mir-7093
Gm26445		
Mir6401		mmu-mir-6401
Gm22980	115490044	
Gm26346		
Gm23791		
Mir705		mir 705
Mir705		Mirn705
Mir705		mmu-mir-705
Gm23499		
Gm26461		
n-R5s143	115487073	
Gm22813	115489605	
Gm26280		
Gm23768	115486101	
Mir8104		mmu-mir-8104
Gm23021	115487900	
Gm17631		
Gm22391	115486738	
Gm22391	115486739	
Gm44474		
Mir324	723896	mir 324
Mir324	723896	mir-324
Mir324	723896	Mirn324
Mir324	723896	mmu-mir-324
Gm23316	115487245	
Gm22469	115485944	
Mir6546		mmu-mir-6546
Gm25856	115488056	
Gm23320	115489238	
Gm27357		
Zakit		Gm22168
Mir7659		mmu-mir-7659
Scarna3b		MBI-100
		
Gm26375	115488884	
Gm24896	115487265	
Gm23253		
Gm23278	115488413	
Gm23986	115487034	
Gm25187	115489592	
Mir7029		mmu-mir-7029
Gm26295	115486786	
Gm26295	115486797	
Gm26295	115486808	
Gm26295	115486997	
Gm26295	115486998	
Gm26295	115486999	
Gm26295	115487326	
Gm26295	115487550	
Gm26295	115487551	
Gm26295	115487552	
Gm26295	115487701	
Gm26295	115487702	
Gm26295	115487703	
Gm26295	115487930	
Gm26295	115488091	
Gm26295	115488093	
Gm26295	115488242	
Gm26295	115488444	
Gm26295	115488445	
Gm26295	115488579	
Gm26295	115488580	
Gm26295	115488723	
Gm26295	115488724	
Gm26295	115488863	
Gm26295	115488967	
Gm26295	115489271	
Gm26295	115489272	
Gm26295	115489273	
Gm26295	115489352	
Gm26295	115489655	
Gm26295	115489656	
Gm26295	115489876	
Gm26295	115489877	
Gm26295	115489878	
Gm26295	115489879	
Gm26295	115489880	
Gm26295	115489881	
Gm26295	115489882	
Gm26295	115490090	
Gm26295	115490091	
Gm26295	115490092	
Gm26295	115490509	
Gm26295	115490510	
Gm24259	115487234	
Gm27704		
Gm44353		
Gm26344	115486194	
Gm7735	102637417	
Gm7735	115488619	
Mir7079		mmu-mir-7079
Gm24496		
Gm22650		
Gm25614	115485935	
Gm25482	115489071	
Gm24191		
Mir141	387159	Mirn141
Mir141	387159	mmu-mir-141
Mir3110		mmu-mir-3110
Gm44324		
Gm44395		
Mir1945		mmu-mir-1945
Gm22497	115486261	
Mir7064		mmu-mir-7064
Mir204	387200	Mirn204
Mir204	387200	mmu-mir-204
Gm25984	115486661	
Gm25984	115486662	
Gm25984	115486663	
Gm25984	115486664	
Gm25984	115486666	
Gm25984	115486667	
Gm25984	115486668	
Gm25984	115486669	
Gm25984	115486670	
Gm25984	115486672	
Gm25984	115486673	
Gm25984	115486674	
Gm25984	115486675	
Gm25984	115486676	
Gm25984	115486677	
Gm25984	115486678	
Gm25984	115486679	
Gm25984	115486680	
Gm25984	115486681	
Gm25984	115486683	
Gm25984	115486684	
Gm25984	115486685	
Gm25984	115486686	
Gm24108		
Gm23665	115488544	
Gm22231		
Gm26620		
Snord96a		U96
Gm23940	115489070	
Gm27365		
Gm23197		
Gm22563		
Gm24705		
Gm24189		
Gm25091	115490268	
Gm26164	115487020	
Gm24115		
Mir344d-1		mmu-mir-344d-1
Gm25741	115486600	
Gm25741	115486601	
Gm25741	115486602	
Gm25741	115486603	
Gm25741	115486605	
Gm25741	115486606	
Gm25741	115486607	
Gm25741	115486608	
Gm25741	115486609	
Gm25741	115486610	
Gm25741	115486611	
Gm25741	115486612	
Gm25741	115486613	
Gm25741	115486614	
Gm25741	115486616	
Gm25741	115486617	
Gm25741	115486618	
Gm25741	115486619	
Gm25741	115486620	
Gm25741	115486621	
Gm25741	115486622	
Gm25741	115486623	
Gm25741	115486624	
Gm25741	115486625	
Gm25741	115486627	
Gm25741	115486628	
Gm25741	115486629	
Gm25741	115486630	
Gm25741	115486631	
Gm25741	115486632	
