HGNC symbol	NCBI gene ID	Gene Synonym
TRAPPC4	51399	PTD009
TRAPPC4	51399	SBDN
TRAPPC4	51399	TRS23
		
		
HYOU1	10525	Grp170
HYOU1	10525	HSP12A
HYOU1	10525	ORP150
		
		
VPS11	55823	PEP5
VPS11	55823	RNF108
SLC37A4	2542	G6PT1
SLC37A4	2542	G6PT2
SLC37A4	2542	G6PT3
SLC37A4	2542	GSD1b
SLC37A4	2542	GSD1c
SLC37A4	2542	GSD1d
BCL7A	605	BCL7
		
MLXIP	22877	bHLHe36
MLXIP	22877	KIAA0867
MLXIP	22877	MIR
MLXIP	22877	MONDOA
NALCN-AS1		
LINC00411		
C13orf46	100507747	
RASA3	22821	GAP1IP4BP
RASA3	22821	GAPIII
RASA3-IT1		
		
FAM230C		DKFZP434B061
FAM230C		LINC00281
FAM230C		NCRNA00281
		
		
GGT4P		
		
KMT5AP1		SET07p
KMT5AP1		SETD8P1
		
		
RNU6-771P		RNU6-1185P
PRAMEF8	391002	
PRAMEF33	645382	PRAMEF33P
PRAMEF33	645382	PRAMEF33P
		
FRG1-DT		
LINC02542		
IBTK	25998	BTBD26
IBTK	25998	BTKI
IBTK	25998	DKFZP564B116
RNU6-130P		
		
		
TPBG	7162	5T4
TPBG	7162	5T4-AG
NDUFB11P1		NDUFB11P
PGAM1P9		
CTIF	9811	KIAA0427
		
MIR4743		hsa-mir-4743
		
		
		
MAGI1	9223	AIP3
MAGI1	9223	BAIAP1
MAGI1	9223	BAP1
MAGI1	9223	MAGI-1
MAGI1	9223	TNRC19
MAGI1	9223	WWP3
SLC25A26	115286	
RNU6-787P		
RN7SL482P		
		
IGKV5-2		B2
IGKV5-2		IGKV52
IGKV7-3		
PGBD4P5		
IGKV2-4		
IGKV1-5		
IGKV1-6		
IGKV3-7		
IGKV1-8		IGKV18
IGKV1-8		L9
IGKV1-9		IGKV19
IGKV1-9		L8
IGKV2-10		
IGKV3-11		
IGKV1-12		IGKV112
IGKV1-12		L19
IGKV1-13		
IGKV2-14		
IGKV3-15		
IGKV1-16		IGKV116
IGKV1-16		L1
IGKV1-17		A30
IGKV1-17		IGKV117
IGKV2-18		
IGKV2-19		
IGKV3-20		
IGKV6-21		A26
IGKV6-21		IGKV621
IGKV1-22		
IGKV2-23		
IGKV2-24		
IGKV3-25		
IGKV2-26		
		
IGKV1-27		A20
IGKV1-27		IGKV127
IGKV2-28		
IGKV2-29		
IGKV2-30		
IGKV3-31		
IGKV1-32		
IGKV1-33		IGKV133
IGKV1-33		O18
IGKV3-34		
IGKV1-35		
IGKV2-36		
IGKV1-37		IGKV137
IGKV1-37		O14
IGKV2-38		
IGKV1-39		
IGKV2-40		
ATAD1	84896	FLJ14600
ATAD1	84896	Msp1
CFL1P1		CFLP1
CFL1P1		MGC35136
RN7SL78P		
		
RPL11P3		
		
MED6P1		
KLLN	100144748	killin
PTEN	5728	BZS
PTEN	5728	MHAM
PTEN	5728	MMAC1
PTEN	5728	PTEN1
PTEN	5728	TEP1
MAP4K1	11184	HPK1
		
EIF3K	27335	ARG134
EIF3K	27335	eIF3k
EIF3K	27335	EIF3S12
EIF3K	27335	HSPC029
EIF3K	27335	M9
EIF3K	27335	PLAC-24
EIF3K	27335	PRO1474
EIF3K	27335	PTD001
ACTN4	81	FSGS1
		
		
LGALS7B	3963	GAL7
LGALS7B	653499	GAL7
LGALS7	3963	GAL7
LGALS7	3963	LGALS7A
LGALS7	3963	PIG1
LGALS7	3963	TP53I1
LGALS7	653499	GAL7
LGALS7	653499	LGALS7A
LGALS7	653499	PIG1
LGALS7	653499	TP53I1
RNU6-140P		
LGALS4	3960	GAL4
ECH1	1891	HPXEL
		
		
HNRNPL	3191	HNRPL
		
RINL	126432	FLJ45909
		
SIRT2	22933	SIR2L
NFKBIB	4793	IKBB
NFKBIB	4793	TRIP9
CCER2	643669	
SARS2	54938	FLJ20450
SARS2	54938	mtSerRS
SARS2	54938	SARS
SARS2	54938	SARSM
SARS2	54938	SerRSmt
SARS2	54938	SERS
SARS2	54938	SYS
		
MRPS12	6183	RPMS12
MRPS12	6183	RPS12
MRPS12	6183	RPSM12
ERVK9-11		
FBXO17	115290	FBG4
FBXO17	115290	Fbx17
FBXO17	115290	FBXO26
FBXO17	115290	FLJ11798
FBXO17	115290	FLJ25205
FBXO17	115290	MGC9379
		
MUC6	4588	
LINC02688		
MUC5AC	4586	MUC5
	4583	MLP
	4583	MUC-2
	4583	SMUC
		
		
RNU6-409P		
ACR	49	
		
		
RPL23AP82		MGC70863
		
OR4C12	283093	
OR4C48P		
OR4C49P		
FRG1	2483	FRG1A
FRG1	2483	FSG1
MLLT10P2		
		
TUBB7P		TUBB4Q
RNA5SP174		RN5S174
RNA5SP175		RN5S175
DUX4L9		
RARRES2P4		
DUX4L8		DUX2
RPL23AP84		
		
FRG2	448831	FRG2A
		
		
		
		
		
		
		
		
		
		
		
	100288687	DUX4L
MGAT4C	25834	HGNT-IV-H
		
		
RNA5SP266		RN5S266
LINC01606		TCONS_l2_00027778
SMURF1	57154	KIAA1625
KPNA7	402569	IPOA8
		
CDYLP1		
PLCL2	23228	KIAA1092
PLCL2	23228	PLCE2
MIR3714		hsa-mir-3714
PLCL2-AS1		
PRKAR2B	5577	PRKAR2
HBP1	26959	
		
COG5	10466	GOLTC1
COG5	10466	GTC90
		
GPR22	2845	
DUS4L	11062	DUS4
DUS4L	11062	PP35
		
		
	55973	BAP29
ADAMTS2	9509	ADAM-TS2
ADAMTS2	9509	ADAMTS-3
ADAMTS2	9509	hPCPNI
ADAMTS2	9509	NPI
ADAMTS2	9509	PCINP
		
		
		
		
		
		
		
		
RUFY1	80230	FLJ22251
RUFY1	80230	RABIP4
RUFY1	80230	ZFYVE12
PRDX2P3		
		
		
		
CBY3	646019	
CANX	821	CNX
CANX	821	IP90
CANX	821	P90
HMGB3P22		
MAML1	9794	KIAA0200
MAML1	9794	Mam-1
LTC4S	4056	MGC33147
MGAT4B	11282	GnT-Ivb
MIR1229		hsa-mir-1229
MIR1229		MIRN1229
MRNIP	51149	C5orf45
MRNIP	51149	DKFZp686L2452
MRNIP	51149	LOC51149
MRNIP	51149	MGC65027
MRNIP	51149	MGC78537
RN7SKP150		
		
		
TBC1D9B	23061	GRAMD9B
TBC1D9B	23061	KIAA0676
HNRNPH1	3187	hnRNPH
HNRNPH1	3187	HNRPH1
	285679	
SQSTM1	8878	A170
SQSTM1	8878	OSIL
SQSTM1	8878	p60
SQSTM1	8878	p62
SQSTM1	8878	p62B
SQSTM1	8878	PDB3
TMEM159	57146	promethin
		
ZP2	7783	ZPA
ANKS4B	257629	FLJ38819
ANKS4B	257629	HARP
		
		
NPIPB5	100132247	
		
POLR3E	55718	FLJ10509
POLR3E	55718	RPC5
POLR3E	55718	SIN
EEF2K	29904	CaMKIII
EEF2K	29904	eEF-2K
		
TRIM17	51127	RBCC
TRIM17	51127	RNF16
TRIM17	51127	terf
H3-4	8290	H3.4
H3-4	8290	H3/g
H3-4	8290	H3FT
H3-4	8290	H3t
H3-4	8290	HIST3H3
RPL23AP15		
H2AW	92815	HIST3H2A
H2AW	92815	MGC3165
H2BU1	128312	HIST3H2BB
MIR4666A		hsa-mir-4666
MIR4666A		MIR4666
H2BU2P		HIST3H2BA
		
RNF187	149603	RACO-1
RNF187	149603	RACO1
BTNL10	100129094	BTN4
BTNL10	100129094	BUTR1
RNA5S1		RN5S1
RNA5S2		RN5S2
RNA5S3		RN5S3
RNA5S16		RN5S16
RNA5S17		RN5S17
RNA5SP18		RN5S18
DUSP5P1		DUSP5P
DUSP5P1		FLJ34941
		
FTH1P2		FTHL2
RHOU	58480	ARHU
RHOU	58480	CDC42L1
RHOU	58480	DJ646B12.2
RHOU	58480	fJ646B12.2
RHOU	58480	FLJ10616
RHOU	58480	hG28K
RHOU	58480	WRCH-1
RHOU	58480	WRCH1
TNK1	8711	
PLSCR3	57048	
TMEM256-PLSCR3		
TMEM256	254863	C17orf61
TMEM256	254863	MGC40107
NLGN2	57555	KIAA1366
		
SPEM1	374768	C17orf83
SPEM1	374768	FLJ40081
SPEM2	201243	C17orf74
SPEM3	107983988	
		
TMEM102	284114	CBAP
TMEM102	284114	FLJ36878
		
FGF11	2256	FHF3
FGF11	2256	FLJ16061
FGF11	2256	MGC102953
FGF11	2256	MGC45269
		
		
CHRNB1	1140	CHRNB
ZBTB4	57659	KAISO-L1
ZBTB4	57659	KIAA1538
ZBTB4	57659	ZNF903
SLC35G6	643664	AMAC1L3
SLC35G6	643664	TMEM21B
POLR2A	5430	POLR2
POLR2A	5430	POLRA
POLR2A	5430	RPB1
GCNT2	2651	bA360O19.2
GCNT2	2651	bA421M1.1
GCNT2	2651	CCAT
GCNT2	2651	GCNT5
GCNT2	2651	IGNT
GCNT2	2651	II
GCNT2	2651	NACGT1
GCNT2	2651	NAGCT1
GCNT2	2651	ULG3
		
		
		
GCNT2P1		bA421M1.3
GCNT2P1		GCNT2P
GCNT2P1		GCNT6
		
C6orf52	347744	
		
PAK1IP1	55003	bA421M1.5
PAK1IP1	55003	FLJ20624
PAK1IP1	55003	hPIP1
PAK1IP1	55003	MAK11
PAK1IP1	55003	PIP1
PAK1IP1	55003	WDR84
TMEM14C	51522	bA421M1.6
TMEM14C	51522	C6orf53
TMEM14C	51522	HSPC194
TMEM14C	51522	NET26
		
C17orf97	400566	LIAT1
C17orf97	400566	LOC400566
RFLNB	359845	Cfm1
RFLNB	359845	FAM101B
RFLNB	359845	MGC45871
RFLNB	359845	RefilinB
		
VPS53	55275	FLJ10979
VPS53	55275	HCCS1
		
		
		
RPS4XP17		RPS4P17
ZYX	7791	
MIR6892		hsa-mir-6892
EPHA1	2041	EPH
EPHA1	2041	EPHT
EPHA1	2041	EPHT1
EPHA1-AS1		
TAS2R62P		T2R62
TAS2R62P		TAS2R62
TAS2R60	338398	T2R60
TAS2R41	259287	T2R59
OR2R1P		OR2R1
OR2R1P		OST058
OR10AC1	392133	OR10AC1P
		
PAICSP5		
CTAGE15	441294	CTAGE15P
RNU6-267P		
CTAGE6	340307	CTAGE6P
CTAGE6	340307	MGC41943
		
		
TCAF2P1		FAM115D
TCAF2P1		FAM139B
TCAF2P1		FLJ40722-like
TCAF2P1		TCAF2BP
OR2F2	135948	OR7-1
OR2F1	26211	OLF3
OR2F1	26211	OR14-60
OR2F1	26211	OR2F3
OR2F1	26211	OR2F3P
OR2F1	26211	OR2F4
OR2F1	26211	OR2F5
OR2F1	26211	OR7-139
OR2F1	26211	OR7-140
		
OR2Q1P		OR7-2
SLC16A1P1		
OR6B1	135946	OR7-3
MCPH1	79648	BRIT1
MCPH1	79648	FLJ12847
		
MCPH1-AS1		
MIR8055		hsa-mir-8055
AGPAT5	55326	FLJ11210
AGPAT5	55326	LPAAT-e
AGPAT5	55326	LPAAT-epsilon
MIR4659A		hsa-mir-4659a
MIR4659B		hsa-mir-4659b
		
MOSMO	730094	ATTHOG
MOSMO	730094	BC030336
MOSMO	730094	C16orf52
PDZD9	255762	C16orf65
PDZD9	255762	MGC50721
		
		
	440345	
		
METTL9	51108	DREV1
	10261	DORA
		
		
		
DEFB1	1672	BD1
DEFB1	1672	DEFB-1
DEFB1	1672	DEFB101
DEFB1	1672	HBD-1
DEFB1	1672	HBD1
DEFB1	1672	MGC51822
DEFA6	1671	DEF6
DEFA6	1671	HD-6
		
DEFA4	1669	DEF4
DEFA4	1669	HP-4
DEFA8P		DEFAP1
DEFA9P		DEFAP2
DEFA10P		
DEFA1	1667	DEF1
DEFA1	1667	DEFA2
DEFA1	1667	HNP-1
DEFA1	1667	MRS
DEFA3	1668	DEF3
DEFA3	1668	HNP-3
DEFA11P		DEFAP3
DEFA7P		DEFA7
DEFA5	1670	DEF5
DEFA5	1670	HD-5
		
		
RPS3AP30		
SNRPCP6		
SNRPCP17		
RPS3AP33		
		
		
		
		
OR7E154P		
		
		
PRR23D1	100131608	
PRR23D1	100133251	
		
DEFB107B	245910	HsT21816
DEFB107B	503614	HsT21816
DEFB105B	245908	BD-5
DEFB105B	245908	DEFB-5
DEFB105B	504180	BD-5
DEFB105B	504180	DEFB-5
HSPD1P3		HSP60P1
HSPD1P3		HSP60P3
HSPD1P3		HSP60P4
HSPD1P3		HSPD1-7P
HSPD1P3		HSPDP1
HSPD1P3		HSPDP3
HSPD1P3		HSPDP4
DEFB4B	1673	DEFB4P
DEFB4B	100289462	DEFB4P
		
USP17L4	392188	
USP17L4	645402	
USP17L3	645836	USP17B
USP17L3	645836	USP17F
DEFB109B	641517	DEFB109P1B
FAM90A20P		FAM90A20
FAM90A3P		FAM90A3
		
ENPP7P12		
DEFB109A		DEFB-9
DEFB109A		DEFB109
DEFB109A		DEFB109P1
		
		
DEFB108E		DEFB108P4
RNA5SP254		RN5S254
DEFB130A	245940	DEFB-30
DEFB130A	245940	DEFB130
DEFB130A	245940	DEFB30
DEFB131C		
		
		
DEFB131E		
		
DEFB134	613211	
DEFB135	613209	
DEFB136	613210	DEFB137
		
		
OR7E161P		
		
		
		
SUB1P1		
GATA4	2626	
		
		
		
FAM167A-AS1		C8orf12
RNU6-1084P		
RN7SL293P		
TDH		FLJ25033
TDH		SDR14E1P
SLC35G5	83650	AMAC
SLC35G5	83650	AMAC1L2
	101929290	
		
		
LINC00529		C8orf8
RPL19P13		
		
		
		
XKR5	389610	
		
DEFA1B	728358	
		
DEFB106A	245909	DEFB-6
DEFB106A	245909	DEFB106
DEFB104A	140596	DEFB-4
DEFB104A	140596	DEFB104
DEFB104A	140596	DEFB4
SPAG11A	653423	EDDM2A
SPAG11A	653423	HE2
DEFB103A	414325	DEFB-3
DEFB103A	414325	DEFB103
DEFB103A	414325	DEFB3
DEFB103A	414325	HBD-3
DEFB103A	414325	HBD3
DEFB103A	414325	HBP-3
DEFB103A	414325	HBP3
		
ZNF705B	100132396	
		
		
	112268403	
CTSB	1508	
	2222	DGPT
	2222	ERG9
	2222	SQS
	2222	SQSD
	2222	SS
		
	606553	G4DM
	640	
		
		
MTMR9	66036	C8orf9
MTMR9	66036	DKFZp434K171
MTMR9	66036	LIP-STYX
MTMR9	66036	MTMR8
		
BOP1	23246	KIAA0124
		
		
		
		
MIR598		hsa-mir-598
MIR598		MIRN598
		
PINX1	54984	FLJ20565
PINX1	54984	Gno1
PINX1	54984	LPTL
PINX1	54984	LPTS
PINX1	54984	MGC8850
PINX1	54984	PinX1
PINX1	54984	Pxr1
MIR1322		hsa-mir-1322
MIR1322		MIRN1322
		
SOX7	83595	
C8orf74	203076	
RNA5SP252		RN5S252
MIR4286		hsa-mir-4286
PRSS55	203074	CT153
PRSS55	203074	T-SP1
PRSS55	203074	UNQ9391
		
		
		
RNU6-729P		
		
MSRA	4482	
		
		
		
LINC00599		Rncr3
MIR124-1		hsa-mir-124-1
MIR124-1		hsa-mir-124a-1
MIR124-1		MIRN124-1
MIR124-1		MIRN124A1
MIR597		hsa-mir-597
MIR597		MIRN597
		
		
		
		
RNU6-526P		
		
RNU6-1151P		
		
		
		
		
PPP1R3B	79660	FLJ14005
PPP1R3B	79660	GL
PPP1R3B	79660	PPP1R4
		
		
RNU7-55P		HSU7.36
RNU7-55P		RNU7P4
RNU7-55P		U7.55
MIR4660		hsa-mir-4660
RPL10P19		
		
		
RNU6-682P		
		
		
CLDN23	137075	CLDNL
		
RN7SL178P		
		
		
		
FAM86B3P		
ALG1L13P		
		
		
		
DEFB107A	245910	DEFB-7
DEFB107A	245910	DEFB107
DEFB107A	503614	DEFB-7
DEFB107A	503614	DEFB107
DEFB103A	55894	DEFB-3
DEFB103A	55894	DEFB103
DEFB103A	55894	DEFB3
DEFB103A	55894	HBD-3
DEFB103A	55894	HBD3
DEFB103A	55894	HBP-3
DEFB103A	55894	HBP3
DEFB103A	414325	DEFB-3
DEFB103A	414325	DEFB103
DEFB103A	414325	DEFB3
DEFB103A	414325	HBD-3
DEFB103A	414325	HBD3
DEFB103A	414325	HBP-3
DEFB103A	414325	HBP3
HSPD1P2		HSP60P2
HSPD1P2		HSPD-9P
HSPD1P2		HSPDP2
DEFB4A	1673	DEFB-2
DEFB4A	1673	DEFB102
DEFB4A	1673	DEFB2
DEFB4A	1673	DEFB4
DEFB4A	1673	HBD-2
DEFB4A	1673	SAP1
DEFB4A	100289462	DEFB-2
DEFB4A	100289462	DEFB102
DEFB4A	100289462	DEFB2
DEFB4A	100289462	DEFB4
DEFB4A	100289462	HBD-2
DEFB4A	100289462	SAP1
		
USP17L7	392197	
USP17L7	645402	
USP17L2	377630	DUB3
USP17L2	401447	DUB3
DEFB109D		DEFB109P3
RPS3AP34		
		
		
		
RPS3AP35		
		
		
OR7E8P		OR11-11a
OR7E15P		OR11-392
OR7E15P		OR7E42P
OR7E15P		OR7E80P
OR7E15P		OST001
OR7E10P		OR11-1
MIR5692A2	100847038	hsa-mir-5692a-2
LONRF1	91694	FLJ23749
LONRF1	91694	RNF191
MIR3926-1		hsa-mir-3926-1
MIR3926-2		hsa-mir-3926-2
		
LINC00681		
		
RNU6-842P		
		
		
TNKS	8658	PARP-5a
TNKS	8658	PARP5A
TNKS	8658	pART5
TNKS	8658	TIN1
TNKS	8658	TINF1
TNKS	8658	TNKS1
MFHAS1	9258	LRRC65
MFHAS1	9258	MASL1
MFHAS1	9258	ROCO4
	504180	BD-5
	504180	DEFB-5
	503841	BD-6
	503841	DEFB-6
	503618	BD-4
	503618	DEFB-4
	503618	hBD-4
	10407	EDDM2B
	10407	EP2
	10407	EP2C
	10407	EP2D
	10407	HE2
	10407	HE2C
	10407	SPAG11
	10407	SPAG11A
		
ZNF705G	100131980	
	653333	
		
	57604	
	10395	
MIR3649		hsa-mir-3649
ADIPOR2	79602	ACDCR2
ADIPOR2	79602	PAQR2
		
		
RPS4XP14		RPS4P14
CACNA2D4	93589	
		
LRTM2	654429	
		
LINC00940		
DCP1B	196513	FLJ31638
CACNA1C	775	CACH2
CACNA1C	775	CACN2
CACNA1C	775	CACNL1A1
CACNA1C	775	Cav1.2
CACNA1C	775	CCHL1A1
CACNA1C	775	LQT8
CACNA1C	775	TS
		
CACNA1C-IT1		
CACNA1C-IT2		
		
CACNA1C-AS4		
CACNA1C-IT3		
		
		
CACNA1C-AS3		
		
CACNA1C-AS2		
CACNA1C-AS1		
ITFG2-AS1		
		
BRD7P1		BRD7P
		
RN7SKP205		
		
		
LINC00596		C14orf165
LINC00596		CNSLT1I7G
DHRS4-AS1		AS1DHRS4
DHRS4-AS1		C14orf167
DHRS4-AS1		PRO1488
DHRS4	10901	FLJ11008
DHRS4	10901	humNRDR
DHRS4	10901	SCAD-SRL
DHRS4	10901	SDR-SRL
DHRS4	10901	SDR25C2
		
	728635	
DHRS4L1	728635	SDR25C4
CARMIL3	90668	BC008134
CARMIL3	90668	C14orf121
CARMIL3	90668	crml-1
CARMIL3	90668	LRRC16B
CPNE6	9362	
NRL	4901	D14S46E
NRL	4901	NRL-MAF
NRL	4901	RP27
PCK2	5106	PEPCK
PCK2	5106	PEPCK2
DCAF11	80344	GL014
DCAF11	80344	PRO2389
DCAF11	80344	WDR23
		
FITM1	161247	FIT1
PSME1	5720	IFI5111
PSME1	5720	PA28alpha
EMC9	51016	C14orf122
EMC9	51016	CGI-112
EMC9	51016	FAM158A
		
PSME2	5721	PA28beta
MIR7703		hsa-mir-7703
RNF31	55072	FLJ10111
RNF31	55072	FLJ23501
RNF31	55072	HOIP
RNF31	55072	Paul
RNF31	55072	ZIBRA
		
RNA5SP383		RN5S383
IRF9	10379	ISGF3G
REC8	9985	kleisin-alpha
REC8	9985	REC8L1
REC8	9985	Rec8p
IPO4	79711	FLJ23338
IPO4	79711	Imp4
		
		
TM9SF1	10548	HMP70
TM9SF1	10548	MP70
		
		
		
TSSK4	283629	C14orf20
TSSK4	283629	STK22E
CHMP4A	29082	C14orf123
CHMP4A	29082	HSPC134
CHMP4A	29082	VPS32A
		
MDP1	145553	FN6Pase
MDP1	145553	MGC5987
NEDD8-MDP1	100528064	
NEDD8	4738	Nedd-8
GMPR2	51292	
TINF2	26277	TIN2
TGM1	7051	ICR2
TGM1	7051	LI
TGM1	7051	LI1
TGM1	7051	TGASE
TGM1	7051	TGK
RABGGTA	5875	PTAR3
		
		
DHRS1	115817	FLJ25430
DHRS1	115817	MGC20204
DHRS1	115817	SDR19C1
NOP9	161424	C14orf21
CIDEB	27141	
LTB4R2	56413	BLT2
LTB4R2	56413	BLTR2
LTB4R2	56413	JULF2
LTB4R2	56413	NOP9
LTB4R	1241	BLTR
LTB4R	1241	CMKRL1
LTB4R	1241	GPR16
LTB4R	1241	LTB4R1
LTB4R	1241	P2RY7
LTB4R	1241	P2Y7
ADCY4	196883	AC4
		
RIPK3	11035	RIP3
RNU6-1004P		
		
HSF1	3297	HSTF1
DGAT1	8694	ARGP1
DGAT1	8694	DGAT
		
MIR6848		hsa-mir-6848
SCRT1	83482	DKFZp547F072
SCRT1	83482	ZNF898
TMEM249	340393	C8orfK29
		
SLC52A2	79581	D15Ertd747e
SLC52A2	79581	FLJ11856
SLC52A2	79581	GPCR41
SLC52A2	79581	GPR172A
SLC52A2	79581	hRFT3
SLC52A2	79581	PAR1
SLC52A2	79581	RFVT2
FBXL6	26233	FBL6
ADCK5	203054	FLJ35454
CPSF1	29894	CPSF160
MIR939		hsa-mir-939
MIR939		MIRN939
MIR1234		hsa-mir-1234
MIR1234		MIRN1234
MIR6849		hsa-mir-6849
		
SLC39A4	55630	AEZ
SLC39A4	55630	AWMS2
SLC39A4	55630	ZIP4
VPS28	51160	
	101928532	
HMX1	3166	H6
HMX1	3166	NKX5-3
		
		
		
		
		
		
		
		
		
		
		
DNAJC18	202052	MGC29463
		
RNU5B-4P		
ECSCR	641700	ARIA
ECSCR	641700	ECSM2
SMIM33	111064649	
STING1	340061	ERIS
STING1	340061	FLJ38577
STING1	340061	MITA
STING1	340061	MPYS
STING1	340061	NET23
STING1	340061	STING
STING1	340061	TMEM173
		
NCOA4P4		
OFD1P3Y		OFD1P19
OFD1P3Y		OFD1P19Y
OFD1P3Y		OFD1P3
OFD1P3Y		OFD1PY19
OFD1P3Y		OFD1PY3
OFD1P3Y		OFDYP3
TTTY13		NCRNA00136
TTTY13		TTY13
ELOCP5		TCEB1P5
CDY10P		
USP9YP3		
USP9YP8		
CDY11P		
OFD1P16Y		OFD1P16
OFD1P16Y		OFD1PY16
OFD1P16Y		OFDYP16
		
		
NFATC4	4776	NFAT3
		
		
		
TRIM51FP		
NDUFS3	4722	CI-30
PTPMT1	114971	DUSP23
PTPMT1	114971	MOSP
PTPMT1	114971	PLIP
KBTBD4	55709	BKLHD4
KBTBD4	55709	FLJ10450
KBTBD4	55709	HSPC252
RNU5E-10P		
		
FAM180B	399888	LOC399888
C1QTNF4	114900	CTRP4
C1QTNF4	114900	ZACRP4
MTCH2	23788	SLC25A50
AGBL2	79841	CCP2
AGBL2	79841	FLJ23598
FNBP4	23360	KIAA1014
		
		
RNA5SP340		RN5S340
		
YPEL5P2		
MDN1	23195	KIAA0301
MDN1	23195	Rea1
		
CASP8AP2	9994	CED-4
CASP8AP2	9994	FLASH
CASP8AP2	9994	FLJ11208
CASP8AP2	9994	KIAA1315
CASP8AP2	9994	RIP25
		
RPL22P14		
		
GJA10	84694	CX62
		
		
WDR82P1		hCG26824
WDR82P1		SW2
WDR82P1		WDR82
WDR82P1		WDR82B
LINC00879		
		
		
		
		
		
		
		
		
		
		
		
SLC14A2-AS1		
	112268408	
		
		
		
		
RPS2P6		
		
		
		
		
		
SNX18P23		
		
MTCO3P39		
MTND3P22		
		
		
		
		
		
		
LINC02619		
LINC02429		
		
		
TWIST2	117581	bHLHa39
TWIST2	117581	Dermo-1
TWIST2	117581	DERMO1
	102724488	
		
NPY4R2	100996758	CH17-360D5.1
		
FAM25C	644054	bA164N7.4
AGAP12P		bA164N7.2
AGAP12P		CTGLF12P
RNA5SP315		RN5S315
BMS1P7		bA164N7.1
BMS1P7		BMS1LP7
BMS1P7		OTTHUMG00000018163
PTPN20CP		bA164N7.3
PTPN20CP		PTPN20C
		
FAM20C	56975	DKFZp547D065
FAM20C	56975	DMP4
FAM20C	56975	G-CK
FAM20C	56975	IMAGE:4942737
		
		
C1R	715	
C1RL	51279	C1r-LP
C1RL	51279	C1RL1
C1RL-AS1		MATL2963
RBP5	83758	CRBPIII
RNU6-485P		
		
CLSTN3	9746	CDHR14
CLSTN3	9746	CSTN3
CLSTN3	9746	KIAA0726
		
		
PEX5	5830	PTS1R
PEX5	5830	PXR1
		
		
		
		
		
		
ATP4B	496	ATP6B
ST13P5		FAM10A5
SAA1	6288	PIG4
SAA1	6288	SAA
SAA1	6288	TP53I4
RNA5SP334		RN5S334
HPS5	11234	AIBP63
HPS5	11234	BLOC2S2
HPS5	11234	RU2
GTF2H1	2965	BTF2
GTF2H1	2965	P62
GTF2H1	2965	TFIIH
MIR3159		hsa-mir-3159
LDHA	3939	
		
H2AZP4		H2AFZP4
		
MIR548K		hsa-mir-548k
MIR548K		MIRN548K
		
		
		
		
CTTN	2017	EMS1
		
EP400P1		EP400NL
EP400P1		FLJ33915
		
		
DDX51	317781	
NOC4L	79050	MGC3162
NOC4L	79050	NET49
NOC4L	79050	Noc4
NOC4L	79050	UTP19
		
LINC02361		
		
GALNT9	50614	GALNAC-T9
		
		
		
		
		
		
		
		
		
		
		
		
		
		
SYT8	90019	DKFZp434K0322
TNNI2	7136	AMCD2B
TNNI2	7136	DA2B
TNNI2	7136	FSSV
LSP1	4046	WP34
MIR4298		hsa-mir-4298
		
MIR7847		hsa-mir-7847
PRR33		C11orf89
PRR33		LOC728008
TNNT3	7140	AMCD2B
TNNT3	7140	DA2B
TNNT3	7140	DKFZp779M2348
TNNT3	7140	FSSV
LINC01150		2G7
LINC01150		TCONS_00019134
MRPL23	6150	L23MRP
MRPL23	6150	RPL23L
MRPL23	107987373	L23MRP
MRPL23	107987373	RPL23L
MRPL23-AS1		
LINC01219		
H19	283120	ASM
H19	283120	ASM1
H19	283120	D11S813E
H19	283120	LINC00008
H19	283120	MIR675HG
H19	283120	NCRNA00008
		
MIR675		hsa-mir-675
MIR675		MIRN675
		
HSD17B7P2		bA291L22.1
HSD17B7P2		HSD17B7
SEPTIN7P9		bA291L22.2
SEPTIN7P9		CDC10L
SEPTIN7P9		SEPT7L
SEPTIN7P9		SEPT7P9
		
RNU6-1118P		
CICP9		
		
ABCD1P2		bA453N3.6
		
PABPC1P12		
SLC9B1P3		
ACTR3BP5		
CHEK2P5		
		
		
GRK1	6011	GPRK1
GRK1	6011	RHOK
GRK1	6011	RK
LINC00552		
		
ISLR	3671	HsT17563
STRA6	64220	FLJ12541
CCDC33	80125	CT61
CCDC33	80125	FLJ32855
		
		
		
CYP11A1	1583	CYP11A
CYP11A1	1583	P450SCC
PPIAP46		
		
		
LINC02255		
SEMA7A	8482	CD108
SEMA7A	8482	H-Sema-L
SEMA7A	8482	SEMAL
MIR6881		hsa-mir-6881
		
UBL7	84993	BMSC-UbP
UBL7	84993	MGC14421
UBL7-AS1		
		
		
		
		
RNU6-978P		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
OR4F4	26682	OR4F18
OR4G2P		OR4G7P
OR4G6P		
FAM138E		F379
		
MIR1302-10		hsa-mir-1302-10
WASH3P		FAM39DP
WASH3P		FLJ25222
MIR6859-3		hsa-mir-6859-3
DDX11L9		
		
		
		
		
		
		
		
		
ZSWIM4	65249	FLJ12221
		
RN7SL619P		
		
MIR24-2		hsa-mir-24-2
MIR24-2		MIRN24-2
MIR27A		hsa-mir-27a
MIR27A		MIRN27A
